Antibunching A -> B	 
Time[ns]	G(t)[]
-59.9000000000002	0.994339672522902
-59.7000000000002	1.00172904161094
-59.5000000000002	0.989072183289234
-59.3000000000002	0.992775769743261
-59.1000000000002	1.00603238571461
-58.9000000000002	0.996106622020318
-58.7000000000002	0.991365013902473
-58.5000000000002	1.00238743853855
-58.3000000000002	1.00003450853093
-58.1000000000002	1.00118975640581
-57.9000000000002	1.00254542206645
-57.7000000000002	0.99965555366859
-57.5000000000002	0.995570653434591
-57.3000000000002	1.00056751893414
-57.1000000000002	1.00295080785464
-56.9000000000002	0.99859133973959
-56.7000000000002	0.990870145700399
-56.5000000000002	1.01230419980711
-56.3000000000002	0.99898647258125
-56.1000000000002	1.0082140549101
-55.9000000000002	0.985146679019137
-55.7000000000002	0.999806754762814
-55.5000000000001	1.01194869265683
-55.3000000000002	1.00512163144057
-55.1000000000002	0.996271686763816
-54.9000000000001	0.997535087684507
-54.7000000000001	1.00224208655788
-54.5000000000001	1.00276604414869
-54.3000000000002	1.00029546964953
-54.1000000000002	0.998738794433206
-53.9000000000002	1.0128321191787
-53.7000000000002	0.999630501995696
-53.5000000000001	1.00367454907465
-53.3000000000001	1.00487876092131
-53.1000000000002	1.00596435204109
-52.9000000000001	1.0112981671097
-52.7000000000001	1.00125188356795
-52.5000000000001	1.00196159615207
-52.3000000000001	0.997380909939061
-52.1000000000001	0.998730371992644
-51.9000000000001	0.995165841608881
-51.7000000000001	0.999009645589296
-51.5000000000001	0.997068470684932
-51.3000000000001	1.00573483980217
-51.1000000000001	0.986404577700795
-50.9000000000001	1.00155008871118
-50.7000000000001	0.995322263033551
-50.5000000000001	0.993080776053213
-50.3000000000001	1.00367929562418
-50.1000000000001	1.00258889772043
-49.9000000000001	0.996771250032761
-49.7000000000001	1.00202381983435
-49.5000000000001	1.00195825111911
-49.3000000000001	1.0054937921044
-49.1000000000001	0.99973374824779
-48.9000000000001	0.997039522668593
-48.7000000000001	0.994535421006136
-48.5000000000001	1.00497658020936
-48.3000000000001	1.00349951229085
-48.1000000000001	0.998954001866851
-47.9000000000001	0.996010527730157
-47.7000000000001	1.00540918264578
-47.5000000000001	1.00373305448976
-47.3000000000001	1.00086988565999
-47.1000000000001	1.01287880979274
-46.9000000000001	1.00399486471131
-46.7000000000001	0.999099892404596
-46.5000000000001	1.02546978100793
-46.3000000000001	1.02483106962267
-46.1000000000001	1.02231463683739
-45.9000000000001	1.01602301958934
-45.7000000000001	1.00803092306876
-45.5000000000001	1.00324400410534
-45.3000000000001	1.00521325463014
-45.1000000000001	1.01347572665605
-44.9000000000001	1.01599954519293
-44.7000000000001	1.00102642411536
-44.5000000000001	1.00562783894734
-44.3000000000001	0.998309994830784
-44.1000000000001	1.00593340874967
-43.9000000000001	0.997068596086705
-43.7000000000001	0.987382952012547
-43.5000000000001	0.989811235532084
-43.3000000000001	0.991490657934907
-43.1000000000001	0.985208378331523
-42.9000000000001	0.99502061674936
-42.7000000000001	0.992142011534464
-42.5000000000001	0.992868506490476
-42.3000000000001	0.985770958841404
-42.1000000000001	0.976360634216648
-41.9000000000001	0.986267573970962
-41.7000000000001	0.986910550817169
-41.5000000000001	0.986707768950243
-41.3000000000001	0.984284216544264
-41.1000000000001	0.996329698010099
-40.9000000000001	0.996642959724125
-40.7000000000001	0.991016633370364
-40.5000000000001	0.996910460200353
-40.3000000000001	0.997325539685055
-40.1000000000001	1.00983487819198
-39.9000000000001	0.999444314331713
-39.7000000000001	1.01512580128457
-39.5000000000001	1.00794689407208
-39.3000000000001	1.01372713946112
-39.1000000000001	1.00721979548579
-38.9000000000001	1.00962018296809
-38.7000000000001	1.0186803839321
-38.5000000000001	1.02189303040566
-38.3000000000001	1.0153742302466
-38.1000000000001	1.02569794177167
-37.9000000000001	1.01968372157284
-37.7000000000001	1.01926180562863
-37.5000000000001	1.02569296052182
-37.3000000000001	1.02144970410778
-37.1000000000001	1.01935019274175
-36.9000000000001	1.00674698873119
-36.7000000000001	1.00975642953192
-36.5000000000001	1.00952404091863
-36.3000000000001	1.01634642037248
-36.1000000000001	1.00618258036865
-35.9000000000001	1.01114705985125
-35.7000000000001	0.99730944439715
-35.5000000000001	1.00915673877135
-35.3000000000001	1.00875638998257
-35.1000000000001	0.993219258274676
-34.9000000000001	0.999251351934534
-34.7000000000001	0.988990448094253
-34.5000000000001	0.980870438297644
-34.3000000000001	0.981072832201472
-34.1000000000001	0.990173522219461
-33.9000000000001	0.979446918812811
-33.7000000000001	0.984166961326756
-33.5000000000001	0.968274278362459
-33.3000000000001	0.980004932439942
-33.1000000000001	0.980107255829171
-32.9000000000001	0.989540125309351
-32.7000000000001	0.977188269851134
-32.5000000000001	0.985929731924038
-32.3000000000001	0.99376087577836
-32.1000000000001	0.994581262568166
-31.9000000000001	1.00342630697262
-31.7000000000001	0.990847770956647
-31.5000000000001	1.0033673153485
-31.3000000000001	1.00084416389572
-31.1000000000001	1.0066191724034
-30.9000000000001	1.01158953593208
-30.7000000000001	1.01682446062635
-30.5000000000001	1.00583151673328
-30.3000000000001	1.01975620645773
-30.1000000000001	1.03368719348516
-29.9000000000001	1.02443456415319
-29.7000000000001	1.03240541060367
-29.5000000000001	1.04327417103473
-29.3000000000001	1.03292043845227
-29.1000000000001	1.02839734051243
-28.9000000000001	1.03361874259002
-28.7000000000001	1.02950058897123
-28.5000000000001	1.02559908386698
-28.3000000000001	1.02031588191673
-28.1000000000001	1.02609180131302
