"Time (ps)"	"Channel 1 - Count rate (counts/s)"	"Channel 2 - Count rate (counts/s)"
23560000000000	678550	896550
23580000000000	670500	892200
23600000000000	669700	875200
23620000000000	660450	883400
23640000000000	682050	891450
23660000000000	658600	882650
23680000000000	670300	878150
23700000000000	657550	877900
23720000000000	654850	858000
23740000000000	666250	865750
23760000000000	669500	867450
23780000000000	649750	878600
23800000000000	669400	885450
23820000000000	669950	881750
23840000000000	684050	900200
23860000000000	699800	933550
23880000000000	672300	880050
23900000000000	678750	874450
23920000000000	663850	885100
23940000000000	677550	874400
23960000000000	661900	877850
23980000000000	656250	872300
24000000000000	657550	877000
24020000000000	680700	889900
24040000000000	668150	880000
24060000000000	669950	875550
24080000000000	657200	866700
24100000000000	661300	870600
24120000000000	653050	857000
24140000000000	670900	871600
24160000000000	671100	871100
24180000000000	657350	864750
24200000000000	671250	878900
24220000000000	667000	886800
24240000000000	671100	882700
24260000000000	671700	879550
24280000000000	662800	887400
24300000000000	674050	889000
24320000000000	664300	873400
24340000000000	665750	885450
24360000000000	673100	878100
24380000000000	663950	874950
24400000000000	647100	877700
24420000000000	665550	861250
24440000000000	650250	857350
24460000000000	649200	868850
24480000000000	655700	851100
24500000000000	652650	876750
24520000000000	678600	893500
24540000000000	671900	884850
24560000000000	662300	866300
24580000000000	652600	856100
24600000000000	654450	886800
24620000000000	663400	864600
24640000000000	665350	883100
24660000000000	664800	880600
24680000000000	657250	866000
24700000000000	673050	890200
24720000000000	675750	885900
24740000000000	689700	895400
24760000000000	668950	885150
24780000000000	675450	896450
24800000000000	670400	879600
24820000000000	670050	876350
24840000000000	663150	866950
24860000000000	675700	872400
24880000000000	660150	859200
24900000000000	669250	870300
24920000000000	662200	878550
24940000000000	660150	881300
24960000000000	666900	887950
24980000000000	661850	871700
25000000000000	667450	882050
25020000000000	674700	885600
25040000000000	682550	901350
25060000000000	675850	896350
25080000000000	675700	894050
25100000000000	685450	890750
25120000000000	664250	895150
25140000000000	653250	845900
25160000000000	656850	864500
25180000000000	652550	850500
25200000000000	640250	853350
25220000000000	661600	876950
25240000000000	658250	863750
25260000000000	668900	891450
25280000000000	667400	872250
25300000000000	658800	867700
25320000000000	654400	873750
25340000000000	657350	867450
25360000000000	666150	885000
25380000000000	677350	891150
25400000000000	671100	885100
25420000000000	666500	869700
25440000000000	667100	888100
25460000000000	670250	878150
25480000000000	679150	897700
25500000000000	675250	882600
25520000000000	685450	891700
25540000000000	673900	881000
25560000000000	676700	899200
25580000000000	670300	880550
25600000000000	692250	906050
25620000000000	668050	867800
25640000000000	675400	883350
25660000000000	655900	869750
25680000000000	672750	896000
25700000000000	682000	891200
25720000000000	688450	896100
25740000000000	675800	898100
25760000000000	683500	912750
25780000000000	681550	899350
25800000000000	686450	915100
25820000000000	699200	897000
25840000000000	693400	892950
25860000000000	673700	901050
25880000000000	676000	873550
25900000000000	687350	887200
25920000000000	676300	879050
25940000000000	684700	891450
25960000000000	660750	864400
25980000000000	668300	882100
26000000000000	670050	885600
26020000000000	665700	879150
26040000000000	670100	896100
26060000000000	662100	890550
26080000000000	665950	896650
26100000000000	662650	875850
26120000000000	653200	867100
26140000000000	666950	872250
26160000000000	664650	872550
26180000000000	678000	891150
26200000000000	679850	891600
26220000000000	657100	872900
26240000000000	674600	895900
26260000000000	675850	887450
26280000000000	665550	880500
26300000000000	683850	900450
26320000000000	674050	882250
26340000000000	672900	881300
26360000000000	674300	880150
26380000000000	661950	867550
26400000000000	661350	842400
26420000000000	656300	876300
26440000000000	654350	861800
26460000000000	650050	872550
26480000000000	660400	861700
26500000000000	657450	868750
26520000000000	658500	868700
26540000000000	656450	870000
26560000000000	664400	884250
26580000000000	670800	891550
26600000000000	658000	880750
26620000000000	679600	888150
26640000000000	660700	875700
26660000000000	658900	880000
26680000000000	660650	879950
26700000000000	645100	850050
26720000000000	662850	873850
26740000000000	658050	863200
26760000000000	648100	870150
26780000000000	657950	878150
26800000000000	666750	877500
26820000000000	667700	879850
26840000000000	659850	884450
26860000000000	665200	879650
26880000000000	665600	869700
26900000000000	667200	884800
26920000000000	659650	861950
26940000000000	659250	877450
26960000000000	650950	869600
26980000000000	683650	882800
27000000000000	667750	893000
27020000000000	678300	910350
27040000000000	669650	893250
27060000000000	668400	884050
27080000000000	661850	874700
27100000000000	662450	874400
27120000000000	653800	873500
27140000000000	664100	866650
27160000000000	665850	869250
27180000000000	655000	864800
27200000000000	646950	864050
27220000000000	657850	881950
27240000000000	662800	882700
27260000000000	662100	860150
27280000000000	659400	870450
27300000000000	655250	875350
27320000000000	667400	888000
27340000000000	657700	884150
27360000000000	667400	886500
27380000000000	655300	870800
27400000000000	658800	860750
27420000000000	661000	860050
27440000000000	651900	864000
27460000000000	648550	867850
27480000000000	668500	868200
27500000000000	656250	852650
27520000000000	656500	864700
27540000000000	664000	868500
27560000000000	652350	867800
27580000000000	648950	858500
27600000000000	662700	878150
27620000000000	663400	875200
27640000000000	625800	839750
27660000000000	651850	856200
27680000000000	665150	873000
27700000000000	656400	860600
27720000000000	667850	874400
27740000000000	660050	876300
27760000000000	654600	886450
27780000000000	660750	886450
27800000000000	660650	875450
27820000000000	660150	872150
27840000000000	660200	859650
27860000000000	650550	854050
27880000000000	648000	864650
27900000000000	637150	846950
27920000000000	653050	864150
27940000000000	648500	874550
27960000000000	658000	865400
27980000000000	665700	859550
28000000000000	666550	896750
28020000000000	658350	868200
28040000000000	658250	872700
28060000000000	677100	884550
28080000000000	670650	882750
28100000000000	672150	896500
28120000000000	660000	882450
28140000000000	662200	877250
28160000000000	649550	863300
28180000000000	668100	884750
28200000000000	653400	875150
28220000000000	661050	873950
28240000000000	679100	883850
28260000000000	651100	861950
28280000000000	661500	881850
28300000000000	680100	887800
28320000000000	662500	893500
28340000000000	650550	863450
28360000000000	662450	874200
28380000000000	662700	883500
28400000000000	651650	876700
28420000000000	664750	871900
28440000000000	651150	879250
28460000000000	671350	874200
28480000000000	657450	886800
28500000000000	666700	881200
28520000000000	661100	867900
28540000000000	672950	872200
28560000000000	652600	859250
28580000000000	669150	877300
28600000000000	652150	854400
28620000000000	654750	853600
28640000000000	647600	862350
28660000000000	636150	840600
28680000000000	640150	848800
28700000000000	648200	861150
28720000000000	657150	853500
28740000000000	664150	871400
28760000000000	675600	890350
28780000000000	653500	878050
28800000000000	676200	904200
28820000000000	679900	886900
28840000000000	665250	883800
28860000000000	661250	889500
28880000000000	657150	878900
28900000000000	666500	877900
28920000000000	667200	873150
28940000000000	643300	858100
28960000000000	669100	872300
28980000000000	674150	884500
29000000000000	657650	882200
29020000000000	661900	871400
29040000000000	660200	874250
29060000000000	679450	896750
29080000000000	669600	885300
29100000000000	664700	880750
29120000000000	653350	875650
29140000000000	650250	863950
29160000000000	664300	867350
29180000000000	658800	881450
29200000000000	665600	878100
29220000000000	667250	893850
29240000000000	664600	874700
29260000000000	669750	888200
29280000000000	663800	882450
29300000000000	656600	877600
29320000000000	656300	869850
29340000000000	660150	876150
29360000000000	648200	842850
29380000000000	658700	884150
29400000000000	637200	845900
29420000000000	639150	847850
29440000000000	647200	868150
29460000000000	666950	873150
29480000000000	648250	874150
29500000000000	658800	858800
29520000000000	663150	882250
29540000000000	684250	902000
29560000000000	665550	875100
29580000000000	665900	879950
29600000000000	664350	882850
29620000000000	682000	888300
29640000000000	674600	880950
29660000000000	670400	870150
29680000000000	657500	880350
29700000000000	667400	888900
29720000000000	681700	884200
29740000000000	679250	903200
29760000000000	678250	906250
29780000000000	670900	887000
29800000000000	673750	888250
29820000000000	656250	875450
29840000000000	658100	881000
29860000000000	665800	866800
29880000000000	663600	873200
29900000000000	653950	866050
29920000000000	652600	861550
29940000000000	656200	876100
29960000000000	669950	882400
29980000000000	667250	906550
30000000000000	660200	881000
30020000000000	657650	887600
30040000000000	667950	887750
30060000000000	677500	890700
30080000000000	673450	898000
30100000000000	657050	870800
30120000000000	665500	871350
30140000000000	660550	861500
30160000000000	656050	876700
30180000000000	644850	863100
30200000000000	651400	846900
30220000000000	672900	874150
30240000000000	648150	858250
30260000000000	666300	875000
30280000000000	661700	885450
30300000000000	671700	878200
30320000000000	673900	893800
30340000000000	680750	891550
30360000000000	654950	869850
30380000000000	668700	884300
30400000000000	650050	855100
30420000000000	670100	875450
30440000000000	675650	885400
30460000000000	677600	885850
30480000000000	666900	889800
30500000000000	671700	882100
30520000000000	667250	887050
30540000000000	669950	896850
30560000000000	665200	889100
30580000000000	665800	898350
30600000000000	652800	876650
30620000000000	648700	854100
30640000000000	648150	854800
30660000000000	659200	870400
30680000000000	644650	856700
30700000000000	643200	838950
30720000000000	663650	864600
30740000000000	663350	880650
30760000000000	651850	869050
30780000000000	652600	871400
30800000000000	667550	878700
30820000000000	662950	883750
30840000000000	659700	857250
30860000000000	665800	885950
30880000000000	667050	866150
30900000000000	643950	841800
30920000000000	634050	858500
30940000000000	640100	849400
30960000000000	643400	850050
30980000000000	645850	849750
31000000000000	640100	857550
31020000000000	656550	869200
31040000000000	649650	858900
31060000000000	656600	850750
31080000000000	677300	880350
31100000000000	665200	872000
31120000000000	674350	899700
31140000000000	668650	875950
31160000000000	667050	895850
31180000000000	656900	874350
31200000000000	653900	861800
31220000000000	670300	877700
31240000000000	657250	875900
31260000000000	663000	862400
31280000000000	661000	874100
31300000000000	655350	869300
31320000000000	652700	864100
31340000000000	644800	865350
31360000000000	648050	858950
31380000000000	644850	853650
31400000000000	640550	853800
31420000000000	646900	847600
31440000000000	667350	860100
31460000000000	670250	872100
31480000000000	659450	875600
31500000000000	677800	878850
31520000000000	693750	893100
31540000000000	685900	904150
31560000000000	679000	908450
31580000000000	693800	913250
31600000000000	671150	899750
31620000000000	676000	890750
31640000000000	660900	870550
31660000000000	649500	859700
31680000000000	648750	858900
31700000000000	656700	857700
31720000000000	652150	868750
31740000000000	651500	856750
31760000000000	670100	885900
31780000000000	658500	879350
31800000000000	668450	889550
31820000000000	671500	875200
31840000000000	664200	868900
31860000000000	660200	879900
31880000000000	662050	887050
31900000000000	662950	872800
31920000000000	669550	865850
31940000000000	671700	882250
31960000000000	653750	871300
31980000000000	656700	868350
32000000000000	682100	890950
32020000000000	666000	888400
32040000000000	660850	878950
32060000000000	676950	889050
32080000000000	667550	889700
32100000000000	665650	883500
32120000000000	659450	882950
32140000000000	663950	880650
32160000000000	647700	869300
32180000000000	660400	872250
32200000000000	639350	866100
32220000000000	651950	875950
32240000000000	665150	869900
32260000000000	655100	871250
32280000000000	667150	888050
32300000000000	671200	888200
32320000000000	670050	886000
32340000000000	660900	877050
32360000000000	670250	889700
32380000000000	679600	892450
32400000000000	662400	882200
32420000000000	657950	878900
32440000000000	659000	867900
32460000000000	660800	881850
32480000000000	645500	869200
32500000000000	646050	865100
32520000000000	673450	864950
32540000000000	671450	888150
32560000000000	674800	884050
32580000000000	672500	885800
32600000000000	647850	857000
32620000000000	664450	861700
32640000000000	664050	876800
32660000000000	666050	877150
32680000000000	653900	870200
32700000000000	662850	867800
32720000000000	662850	867250
32740000000000	657100	870750
32760000000000	659200	891850
32780000000000	683550	883350
32800000000000	664100	883900
32820000000000	655900	875200
32840000000000	659500	859750
32860000000000	651750	887300
32880000000000	640700	846300
32900000000000	648900	864850
