Wavelength,Intensity,ROI,Frame,Row,Column
514.474787471136,30578,1,1,0,301
514.73478599124,30608,1,1,0,302
514.99478237033452,30571,1,1,0,303
515.25477660724209,30588,1,1,0,304
515.51476870078523,30590,1,1,0,305
515.7747586497868,30562,1,1,0,306
516.03474645306949,30596,1,1,0,307
516.294732109456,30552,1,1,0,308
516.55471561776915,30611,1,1,0,309
516.81469697683167,30593,1,1,0,310
517.07467618546673,30557,1,1,0,311
517.33465324249721,30626,1,1,0,312
517.59462814674589,30587,1,1,0,313
517.854600897036,30579,1,1,0,314
518.11457149219041,30647,1,1,0,315
518.37453993103236,30654,1,1,0,316
518.63450621238508,30613,1,1,0,317
518.8944703350719,30567,1,1,0,318
519.15443229791583,30595,1,1,0,319
519.41439209974033,30589,1,1,0,320
519.67434973936861,30675,1,1,0,321
519.93430521562414,30608,1,1,0,322
520.19425852733036,30601,1,1,0,323
520.45420967331086,30630,1,1,0,324
520.71415865238907,30571,1,1,0,325
520.97410546338858,30580,1,1,0,326
521.23405010513306,30609,1,1,0,327
521.49399257644609,30592,1,1,0,328
521.75393287615145,30654,1,1,0,329
522.01387100307284,30584,1,1,0,330
522.27380695603415,30654,1,1,0,331
522.53374073385919,30613,1,1,0,332
522.793672335372,30564,1,1,0,333
523.0536017593962,30666,1,1,0,334
523.313529004756,30634,1,1,0,335
523.57345407027549,30653,1,1,0,336
523.8333769547786,30580,1,1,0,337
524.09329765708958,30655,1,1,0,338
524.35321617603267,30617,1,1,0,339
524.6131325104318,30638,1,1,0,340
524.87304665911142,30691,1,1,0,341
525.13295862089592,30608,1,1,0,342
525.39286839460954,30630,1,1,0,343
525.65277597907664,30609,1,1,0,344
525.91268137312193,30558,1,1,0,345
526.17258457556954,30614,1,1,0,346
526.43248558524431,30577,1,1,0,347
526.69238440097047,30634,1,1,0,348
526.95228102157319,30602,1,1,0,349
527.21217544587671,30591,1,1,0,350
527.472067672706,30577,1,1,0,351
527.73195770088557,30593,1,1,0,352
527.99184552924055,30618,1,1,0,353
528.25173115659561,30611,1,1,0,354
528.51161458177569,30619,1,1,0,355
528.77149580360583,30581,1,1,0,356
529.031374820911,30601,1,1,0,357
529.29125163251615,30655,1,1,0,358
529.55112623724642,30639,1,1,0,359
529.810998633927,30613,1,1,0,360
530.07086882138321,30620,1,1,0,361
530.33073679844,30626,1,1,0,362
530.59060256392286,30615,1,1,0,363
530.85046611665712,30557,1,1,0,364
531.110327455468,30616,1,1,0,365
531.37018657918111,30645,1,1,0,366
531.63004348662173,30623,1,1,0,367
531.88989817661559,30603,1,1,0,368
532.14975064798807,30606,1,1,0,369
532.40960089956479,30635,1,1,0,370
532.6694489301716,30569,1,1,0,371
532.929294738634,30592,1,1,0,372
533.18913832377791,30590,1,1,0,373
533.44897968442888,30643,1,1,0,374
533.70881881941307,30617,1,1,0,375
533.9686557275561,30609,1,1,0,376
534.228490407684,30594,1,1,0,377
534.48832285862284,30633,1,1,0,378
534.74815307919857,30632,1,1,0,379
535.00798106823731,30641,1,1,0,380
535.267806824565,30651,1,1,0,381
535.52763034700808,30660,1,1,0,382
535.78745163439271,30664,1,1,0,383
536.04727068554507,30650,1,1,0,384
536.30708749929158,30640,1,1,0,385
536.56690207445843,30620,1,1,0,386
536.82671440987212,30603,1,1,0,387
537.08652450435932,30566,1,1,0,388
537.34633235674607,30604,1,1,0,389
537.60613796585938,30646,1,1,0,390
537.86594133052552,30565,1,1,0,391
538.12574244957125,30586,1,1,0,392
538.38554132182333,30572,1,1,0,393
538.64533794610838,30579,1,1,0,394
538.9051323212534,30609,1,1,0,395
539.16492444608491,30712,1,1,0,396
539.42471431943011,30639,1,1,0,397
539.68450194011575,30640,1,1,0,398
539.94428730696882,30625,1,1,0,399
540.20407041881629,30630,1,1,0,400
540.46385127448536,30620,1,1,0,401
540.723629872803,30645,1,1,0,402
540.98340621259661,30653,1,1,0,403
541.24318029269318,30627,1,1,0,404
541.50295211192019,30605,1,1,0,405
541.76272166910462,30603,1,1,0,406
542.02248896307412,30622,1,1,0,407
542.28225399265591,30580,1,1,0,408
542.54201675667753,30601,1,1,0,409
542.80177725396663,30638,1,1,0,410
543.06153548335055,30607,1,1,0,411
543.32129144365683,30625,1,1,0,412
543.58104513371336,30601,1,1,0,413
543.84079655234757,30620,1,1,0,414
544.10054569838746,30609,1,1,0,415
544.3602925706607,30581,1,1,0,416
544.62003716799506,30627,1,1,0,417
544.87977948921844,30631,1,1,0,418
545.13951953315882,30585,1,1,0,419
545.39925729864433,30610,1,1,0,420
545.65899278450263,30695,1,1,0,421
545.91872598956218,30666,1,1,0,422
546.17845691265074,30603,1,1,0,423
546.43818555259679,30645,1,1,0,424
546.69791190822832,30638,1,1,0,425
546.95763597837379,30671,1,1,0,426
547.21735776186154,30619,1,1,0,427
547.47707725751968,30607,1,1,0,428
547.7367944641768,30647,1,1,0,429
547.99650938066145,30609,1,1,0,430
548.25622200580187,30602,1,1,0,431
548.515932338427,30607,1,1,0,432
548.77564037736488,30601,1,1,0,433
549.03534612144472,30631,1,1,0,434
549.29504956949506,30681,1,1,0,435
549.55475072034449,30670,1,1,0,436
549.8144495728219,30640,1,1,0,437
550.07414612575622,30641,1,1,0,438
550.33384037797623,30608,1,1,0,439
550.59353232831108,30676,1,1,0,440
550.85322197558958,30676,1,1,0,441
551.11290931864073,30658,1,1,0,442
551.3725943562938,30719,1,1,0,443
551.6322770873777,30617,1,1,0,444
551.8919575107218,30651,1,1,0,445
552.15163562515534,30641,1,1,0,446
552.41131142950758,30646,1,1,0,447
552.67098492260777,30625,1,1,0,448
552.93065610328529,30644,1,1,0,449
553.19032497036983,30655,1,1,0,450
553.44999152269054,30633,1,1,0,451
553.70965575907712,30650,1,1,0,452
553.96931767835918,30610,1,1,0,453
554.22897727936618,30644,1,1,0,454
554.48863456092806,30640,1,1,0,455
554.74828952187431,30629,1,1,0,456
555.00794216103475,30631,1,1,0,457
555.26759247723919,30598,1,1,0,458
555.52724046931769,30649,1,1,0,459
555.78688613610007,30661,1,1,0,460
556.04652947641614,30592,1,1,0,461
556.30617048909608,30678,1,1,0,462
556.56580917297,30636,1,1,0,463
556.82544552686784,30653,1,1,0,464
557.08507954961988,30647,1,1,0,465
557.34471124005654,30636,1,1,0,466
557.60434059700776,30611,1,1,0,467
557.86396761930393,30616,1,1,0,468
558.12359230577545,30698,1,1,0,469
558.3832146552528,30623,1,1,0,470
558.64283466656639,30690,1,1,0,471
558.90245233854671,30661,1,1,0,472
559.16206767002427,30662,1,1,0,473
559.42168065982992,30673,1,1,0,474
559.68129130679415,30549,1,1,0,475
559.94089960974759,30630,1,1,0,476
560.2005055675213,30600,1,1,0,477
560.46010917894569,30621,1,1,0,478
560.71971044285169,30683,1,1,0,479
560.97930935807051,30681,1,1,0,480
561.23890592343287,30639,1,1,0,481
561.49850013777,30670,1,1,0,482
561.75809199991261,30671,1,1,0,483
562.01768150869214,30638,1,1,0,484
562.27726866293938,30690,1,1,0,485
562.53685346148586,30733,1,1,0,486
562.79643590316289,30648,1,1,0,487
563.05601598680141,30704,1,1,0,488
563.31559371123319,30712,1,1,0,489
563.57516907528941,30681,1,1,0,490
563.83474207780148,30687,1,1,0,491
564.09431271760093,30672,1,1,0,492
564.3538809935194,30714,1,1,0,493
564.61344690438852,30702,1,1,0,494
564.87301044903984,30744,1,1,0,495
565.13257162630521,30697,1,1,0,496
565.39213043501616,30684,1,1,0,497
565.65168687400467,30737,1,1,0,498
565.91124094210261,30744,1,1,0,499
566.17079263814185,30701,1,1,0,500
566.43034196095425,30737,1,1,0,501
566.6898889093718,30727,1,1,0,502
566.94943348222682,30678,1,1,0,503
567.20897567835129,30737,1,1,0,504
567.46851549657731,30731,1,1,0,505
567.72805293573686,30721,1,1,0,506
567.9875879946627,30770,1,1,0,507
568.24712067218672,30758,1,1,0,508
568.50665096714147,30779,1,1,0,509
568.76617887835937,30784,1,1,0,510
569.02570440467287,30741,1,1,0,511
569.28522754491439,30759,1,1,0,512
569.54474829791673,30824,1,1,0,513
569.80426666251208,30795,1,1,0,514
570.06378263753345,30777,1,1,0,515
570.32329622181328,30846,1,1,0,516
570.58280741418469,30768,1,1,0,517
570.84231621348022,30794,1,1,0,518
571.10182261853288,30746,1,1,0,519
571.36132662817533,30765,1,1,0,520
571.62082824124082,30874,1,1,0,521
571.88032745656233,30815,1,1,0,522
572.13982427297276,30825,1,1,0,523
572.39931868930535,30798,1,1,0,524
572.65881070439332,30832,1,1,0,525
572.91830031706968,30868,1,1,0,526
573.177787526168,30890,1,1,0,527
573.4372723305213,30927,1,1,0,528
573.69675472896313,30855,1,1,0,529
573.95623472032685,30870,1,1,0,530
574.21571230344591,30877,1,1,0,531
574.4751874771539,30947,1,1,0,532
574.73466024028437,30885,1,1,0,533
574.99413059167091,30922,1,1,0,534
575.25359853014731,30956,1,1,0,535
575.51306405454716,30939,1,1,0,536
575.77252716370424,31000,1,1,0,537
576.03198785645247,30992,1,1,0,538
576.29144613162578,31029,1,1,0,539
576.55090198805783,31034,1,1,0,540
576.81035542458289,31080,1,1,0,541
577.06980644003488,31078,1,1,0,542
577.32925503324793,31132,1,1,0,543
577.58870120305608,31150,1,1,0,544
577.84814494829379,31258,1,1,0,545
578.10758626779477,31294,1,1,0,546
578.36702516039384,31299,1,1,0,547
578.626461624925,31316,1,1,0,548
578.885895660223,31434,1,1,0,549
579.14532726512186,31371,1,1,0,550
579.40475643845627,31455,1,1,0,551
579.664183179061,31450,1,1,0,552
579.92360748577016,31423,1,1,0,553
580.18302935741883,31513,1,1,0,554
580.44244879284145,31632,1,1,0,555
580.701865790873,31680,1,1,0,556
580.961280350348,31532,1,1,0,557
581.22069247010165,31613,1,1,0,558
581.48010214896863,31643,1,1,0,559
581.73950938578389,31670,1,1,0,560
581.9989141793825,31616,1,1,0,561
582.25831652859961,31811,1,1,0,562
582.51771643227016,31944,1,1,0,563
582.77711388922944,32025,1,1,0,564
583.03650889831272,32032,1,1,0,565
583.295901458355,32147,1,1,0,566
583.55529156819193,32130,1,1,0,567
583.81467922665877,32417,1,1,0,568
584.07406443259083,32483,1,1,0,569
584.33344718482363,32469,1,1,0,570
584.59282748219289,32685,1,1,0,571
584.852205323534,32948,1,1,0,572
585.11158070768261,33078,1,1,0,573
585.37095363347441,33121,1,1,0,574
585.63032409974528,33266,1,1,0,575
585.88969210533082,33186,1,1,0,576
586.14905764906689,33357,1,1,0,577
586.40842072978944,33340,1,1,0,578
586.66778134633444,33505,1,1,0,579
586.92713949753806,33603,1,1,0,580
587.186495182236,33805,1,1,0,581
587.44584839926449,33599,1,1,0,582
587.70519914745978,33864,1,1,0,583
587.964547425658,33713,1,1,0,584
588.22389323269533,33821,1,1,0,585
588.4832365674082,33624,1,1,0,586
588.742577428633,33500,1,1,0,587
589.00191581520608,33609,1,1,0,588
589.26125172596392,33499,1,1,0,589
589.52058515974306,33393,1,1,0,590
589.77991611538,33287,1,1,0,591
590.03924459171151,33309,1,1,0,592
590.2985705875742,33365,1,1,0,593
590.55789410180478,33269,1,1,0,594
590.81721513324,33272,1,1,0,595
591.07653368071669,33421,1,1,0,596
591.33584974307178,33210,1,1,0,597
591.59516331914233,33045,1,1,0,598
591.85447440776511,33022,1,1,0,599
592.11378300777733,32917,1,1,0,600
592.37308911801608,32834,1,1,0,601
592.63239273731836,33045,1,1,0,602
592.89169386452159,32720,1,1,0,603
593.15099249846287,32887,1,1,0,604
593.41028863797965,32841,1,1,0,605
593.66958228190913,32790,1,1,0,606
593.92887342908887,32775,1,1,0,607
594.18816207835619,32942,1,1,0,608
594.44744822854886,32808,1,1,0,609
594.70673187850412,32661,1,1,0,610
594.96601302705972,32833,1,1,0,611
595.22529167305345,32892,1,1,0,612
595.48456781532309,32710,1,1,0,613
595.74384145270619,32701,1,1,0,614
596.00311258404088,32773,1,1,0,615
596.26238120816481,32697,1,1,0,616
596.52164732391611,32649,1,1,0,617
596.78091093013245,32653,1,1,0,618
597.0401720256524,32572,1,1,0,619
597.2994306093135,32475,1,1,0,620
597.55868667995435,32404,1,1,0,621
597.817940236413,32363,1,1,0,622
598.07719127752773,32358,1,1,0,623
598.336439802137,32309,1,1,0,624
598.59568580907876,32166,1,1,0,625
598.8549292971918,32208,1,1,0,626
599.11417026531456,32082,1,1,0,627
599.37340871228537,32133,1,1,0,628
599.63264463694316,32062,1,1,0,629
599.89187803812615,31871,1,1,0,630
600.15110891467339,31930,1,1,0,631
600.41033726542355,31957,1,1,0,632
600.66956308921533,31975,1,1,0,633
600.92878638488764,31760,1,1,0,634
601.18800715127929,31757,1,1,0,635
601.44722538722942,31880,1,1,0,636
601.70644109157683,31896,1,1,0,637
601.9656542631609,31788,1,1,0,638
602.22486490082042,31836,1,1,0,639
602.48407300339466,31724,1,1,0,640
602.74327856972286,31699,1,1,0,641
603.00248159864464,31710,1,1,0,642
603.26168208899867,31643,1,1,0,643
603.5208800396249,31700,1,1,0,644
603.78007544936236,31658,1,1,0,645
604.039268317051,31646,1,1,0,646
604.29845864153015,31609,1,1,0,647
604.55764642163922,31650,1,1,0,648
604.81683165621814,31677,1,1,0,649
605.07601434410662,31691,1,1,0,650
605.33519448414415,31580,1,1,0,651
605.59437207517078,31620,1,1,0,652
605.85354711602645,31557,1,1,0,653
606.112719605551,31539,1,1,0,654
606.37188954258431,31574,1,1,0,655
606.6310569259665,31533,1,1,0,656
606.89022175453772,31588,1,1,0,657
607.149384027138,31512,1,1,0,658
607.40854374260766,31415,1,1,0,659
607.667700899787,31360,1,1,0,660
607.926855497516,31385,1,1,0,661
608.18600753463545,31390,1,1,0,662
608.44515700998534,31424,1,1,0,663
608.70430392240667,31409,1,1,0,664
608.96344827073949,31308,1,1,0,665
609.22259005382455,31339,1,1,0,666
609.48172927050246,31273,1,1,0,667
609.74086591961407,31282,1,1,0,668
609.99999999999989,31274,1,1,0,669
610.25913151050088,31330,1,1,0,670
610.51826044995778,31268,1,1,0,671
610.77738681721166,31185,1,1,0,672
611.03651061110327,31176,1,1,0,673
611.29563183047378,31275,1,1,0,674
611.55475047416417,31239,1,1,0,675
611.81386654101561,31262,1,1,0,676
612.07298002986931,31243,1,1,0,677
612.33209093956646,31220,1,1,0,678
612.59119926894823,31207,1,1,0,679
612.85030501685617,31167,1,1,0,680
613.10940818213169,31169,1,1,0,681
613.36850876361609,31175,1,1,0,682
613.62760676015091,31180,1,1,0,683
613.88670217057779,31159,1,1,0,684
614.14579499373826,31163,1,1,0,685
614.40488522847409,31175,1,1,0,686
614.6639728736269,31138,1,1,0,687
614.92305792803859,31127,1,1,0,688
615.1821403905509,31153,1,1,0,689
615.44122026000559,31106,1,1,0,690
615.700297535245,31101,1,1,0,691
615.95937221511076,31068,1,1,0,692
616.21844429844521,31150,1,1,0,693
616.47751378409021,31134,1,1,0,694
616.73658067088809,31125,1,1,0,695
616.99564495768107,31080,1,1,0,696
617.25470664331147,31141,1,1,0,697
617.51376572662127,31135,1,1,0,698
617.77282220645327,31165,1,1,0,699
618.03187608164978,31091,1,1,0,700
618.29092735105326,31083,1,1,0,701
618.54997601350624,31110,1,1,0,702
618.8090220678514,31144,1,1,0,703
619.06806551293141,31101,1,1,0,704
619.32710634758894,31131,1,1,0,705
619.58614457066687,31053,1,1,0,706
619.84518018100789,31088,1,1,0,707
620.10421317745488,31080,1,1,0,708
620.36324355885108,31054,1,1,0,709
620.622271324039,31102,1,1,0,710
620.881296471862,31218,1,1,0,711
621.14031900116322,31043,1,1,0,712
621.39933891078579,31097,1,1,0,713
621.65835619957272,31162,1,1,0,714
621.91737086636749,31141,1,1,0,715
622.17638291001344,31171,1,1,0,716
622.43539232935393,31157,1,1,0,717
622.69439912323219,31174,1,1,0,718
622.95340329049213,31193,1,1,0,719
623.21240482997678,31167,1,1,0,720
623.47140374053026,31187,1,1,0,721
623.73040002099606,31262,1,1,0,722
623.98939367021774,31237,1,1,0,723
624.24838468703922,31192,1,1,0,724
624.50737307030442,31181,1,1,0,725
624.76635881885693,31181,1,1,0,726
625.02534193154088,31256,1,1,0,727
625.28432240720031,31187,1,1,0,728
625.54330024467936,31185,1,1,0,729
625.80227544282184,31314,1,1,0,730
626.06124800047223,31251,1,1,0,731
626.32021791647458,31255,1,1,0,732
626.57918518967313,31233,1,1,0,733
626.83814981891237,31298,1,1,0,734
627.09711180303657,31341,1,1,0,735
627.35607114089032,31385,1,1,0,736
